"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 22, 2019","71.64","71.54","72.19","71.39","40.27K","0.32%"
"Nov 21, 2019","71.41","71.55","71.83","71.16","12.36K","-1.09%"
"Nov 20, 2019","72.20","72.75","72.95","72.20","10.08K","-2.04%"
"Nov 19, 2019","73.70","73.83","74.00","73.44","9.13K","0.24%"
"Nov 18, 2019","73.52","72.90","73.59","72.55","9.35K","-0.27%"
"Nov 15, 2019","73.72","74.11","74.11","73.47","7.50K","0.22%"
"Nov 14, 2019","73.56","73.31","73.74","73.18","9.69K","0.68%"
"Nov 13, 2019","73.06","73.12","73.65","72.75","6.41K","-0.61%"
"Nov 12, 2019","73.51","73.35","74.48","73.35","10.14K","-0.03%"
"Nov 11, 2019","73.53","74.09","74.45","73.45","11.85K","-1.68%"
"Nov 08, 2019","74.79","73.00","74.79","71.56","18.40K","0.23%"
"Nov 07, 2019","74.62","74.80","75.25","74.50","28.52K","0.16%"
"Nov 06, 2019","74.50","73.30","74.53","73.30","88.52K","0.61%"
"Nov 05, 2019","74.05","74.09","74.73","73.89","7.71K","0.41%"
"Nov 04, 2019","73.75","72.94","73.79","72.94","14.60K","2.53%"
"Nov 01, 2019","71.93","71.46","72.00","71.46","8.00K","1.54%"
"Oct 31, 2019","70.84","71.14","71.54","70.26","8.20K","-0.98%"
"Oct 30, 2019","71.54","71.20","71.62","70.35","9.17K","-0.14%"
"Oct 29, 2019","71.64","71.55","71.73","71.13","2.40K","0.49%"
"Oct 28, 2019","71.29","71.73","71.88","71.13","5.61K","0.75%"
"Oct 25, 2019","70.76","70.84","70.90","70.60","10.55K","0.04%"
"Oct 24, 2019","70.73","70.62","71.00","70.38","10.43K","0.04%"
"Oct 23, 2019","70.70","70.53","70.75","70.08","8.92K","-0.37%"
"Oct 22, 2019","70.96","70.51","71.22","69.84","7.31K","1.13%"
"Oct 21, 2019","70.17","70.71","70.77","70.10","2.24K","0.03%"
"Oct 18, 2019","70.15","69.97","70.60","69.97","5.32K","0.09%"
"Oct 17, 2019","70.09","70.89","71.03","69.70","9.01K","-1.37%"
"Oct 16, 2019","71.06","70.59","71.34","70.56","18.64K","1.50%"
"Oct 15, 2019","70.01","69.50","70.52","69.50","9.86K","2.22%"
"Oct 11, 2019","68.49","67.94","68.75","67.73","8.08K","2.44%"
"Oct 10, 2019","66.86","66.69","67.59","66.57","6.17K","0.60%"
"Oct 09, 2019","66.46","65.96","66.72","65.85","6.31K","1.76%"
"Oct 08, 2019","65.31","66.18","66.27","65.28","9.94K","-2.65%"
"Oct 07, 2019","67.09","66.54","67.48","66.03","8.03K","0.31%"
"Oct 04, 2019","66.88","66.89","66.89","66.59","3.62K","0.53%"
"Oct 03, 2019","66.53","66.81","66.81","66.09","7.12K","-1.26%"
"Oct 02, 2019","67.38","67.65","67.72","66.92","22.02K","-2.16%"
"Oct 01, 2019","68.87","71.12","71.34","68.54","17.59K","-2.48%"
"Sep 30, 2019","70.62","69.73","70.79","69.56","9.69K","1.92%"
"Sep 27, 2019","69.29","69.39","69.69","68.96","6.88K","-0.17%"
"Sep 26, 2019","69.41","69.76","69.76","69.09","6.53K","-0.69%"
"Sep 25, 2019","69.89","69.47","69.94","68.74","11.40K","0.78%"
"Sep 24, 2019","69.35","70.78","70.78","69.19","11.30K","-1.39%"
"Sep 23, 2019","70.33","69.20","71.10","69.20","6.90K","0.20%"
"Sep 20, 2019","70.19","71.26","71.26","70.02","3.26K","-0.89%"
"Sep 19, 2019","70.82","71.05","71.45","70.76","12.87K","-0.18%"
"Sep 18, 2019","70.95","71.57","71.72","70.73","5.84K","-0.49%"
"Sep 17, 2019","71.30","71.10","71.46","70.56","3.94K","0.03%"
"Sep 16, 2019","71.28","69.94","71.56","69.94","8.66K","-0.52%"
"Sep 13, 2019","71.65","72.21","72.21","71.50","7.54K","0.22%"
"Sep 12, 2019","71.49","70.20","71.70","70.10","12.68K","1.06%"
"Sep 11, 2019","70.74","69.71","70.74","69.35","10.72K","0.67%"
"Sep 10, 2019","70.27","69.30","70.34","69.30","20.10K","1.04%"
"Sep 09, 2019","69.55","68.67","69.55","68.50","4.87K","1.90%"
"Sep 06, 2019","68.25","68.23","68.50","68.01","2.92K","-0.68%"
"Sep 05, 2019","68.72","67.57","68.81","67.57","10.20K","3.04%"
"Sep 04, 2019","66.69","66.75","67.20","66.52","5.40K","1.52%"
"Sep 03, 2019","65.69","65.95","66.50","65.12","12.29K","-1.46%"
"Aug 30, 2019","66.66","66.68","66.90","66.48","24.89K","0.76%"
"Aug 29, 2019","66.16","65.98","66.61","65.98","6.36K","1.57%"
"Aug 28, 2019","65.14","64.07","65.48","64.01","8.00K","1.18%"
"Aug 27, 2019","64.38","64.40","64.80","64.19","40.45K","1.10%"
"Aug 26, 2019","63.68","63.31","63.80","63.03","5.30K","1.94%"
"Aug 23, 2019","62.47","63.15","64.25","62.27","7.25K","-3.30%"
"Aug 22, 2019","64.60","64.77","65.00","64.60","3.01K","-0.31%"
"Aug 21, 2019","64.80","64.68","65.00","64.27","5.35K","1.76%"
"Aug 20, 2019","63.68","63.61","64.26","63.15","14.71K","-1.04%"
"Aug 19, 2019","64.35","64.13","64.72","64.00","2.26K","1.72%"
"Aug 16, 2019","63.26","62.94","63.36","62.39","15.01K","1.56%"
"Aug 15, 2019","62.29","62.67","63.03","62.09","6.10K","-1.24%"
"Aug 14, 2019","63.07","64.78","64.78","62.98","11.22K","-4.37%"
"Aug 13, 2019","65.95","65.39","66.70","65.39","6.78K","0.41%"
"Aug 12, 2019","65.68","65.49","65.95","65.19","10.34K","-0.17%"
"Aug 09, 2019","65.79","66.35","66.35","65.77","2.06K","-0.62%"
"Aug 08, 2019","66.20","64.00","67.30","64.00","19.44K","2.75%"
"Aug 07, 2019","64.43","63.02","64.43","62.88","5.29K","2.35%"
"Aug 06, 2019","62.95","63.53","63.53","62.08","10.27K","-1.53%"
"Aug 02, 2019","63.93","64.31","64.31","62.92","3.10K","-0.44%"
"Aug 01, 2019","64.21","66.00","66.14","64.14","8.01K","-3.57%"
"Jul 31, 2019","66.59","66.63","66.65","65.80","21.42K","0.23%"
"Jul 30, 2019","66.44","66.01","66.44","65.84","4.00K","-0.11%"
"Jul 29, 2019","66.51","65.98","66.51","65.98","2.56K","0.64%"
"Jul 26, 2019","66.09","65.35","66.26","65.35","7.73K","0.73%"
"Jul 25, 2019","65.61","65.64","65.68","64.78","7.10K","-1.07%"
"Jul 24, 2019","66.32","65.93","66.65","65.89","16.08K","1.56%"
