"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 15, 2021","76.65","74.25","77.25","74.09","192.73K","4.41%"
"Mar 12, 2021","73.41","72.01","73.59","71.93","65.04K","0.19%"
"Mar 11, 2021","73.27","73.98","73.98","72.60","83.97K","-0.43%"
"Mar 10, 2021","73.59","73.23","74.32","72.30","130.76K","1.53%"
"Mar 09, 2021","72.48","72.68","73.30","72.13","131.55K","1.47%"
"Mar 08, 2021","71.43","71.91","72.01","70.50","93.39K","-0.38%"
"Mar 05, 2021","71.70","70.40","72.11","69.87","191.28K","2.01%"
"Mar 04, 2021","70.29","69.75","71.10","69.45","180.88K","0.50%"
"Mar 03, 2021","69.94","70.36","70.42","69.04","131.89K","-2.47%"
"Mar 02, 2021","71.71","69.28","72.41","69.28","169.96K","3.84%"
"Mar 01, 2021","69.06","69.67","70.45","68.77","149.67K","-0.66%"
"Feb 26, 2021","69.52","70.29","70.55","68.76","172.12K","-1.74%"
"Feb 25, 2021","70.75","70.85","71.71","70.15","123.73K","-0.92%"
"Feb 24, 2021","71.41","71.12","72.30","70.30","151.62K","-0.78%"
"Feb 23, 2021","71.97","72.29","72.38","70.60","257.56K","-0.77%"
"Feb 22, 2021","72.53","71.95","72.67","71.45","130.81K","1.36%"
"Feb 19, 2021","71.56","73.38","73.38","70.69","117.78K","-0.98%"
"Feb 18, 2021","72.27","72.31","73.76","71.25","117.67K","-0.15%"
"Feb 17, 2021","72.38","72.60","73.50","71.63","133.77K","-1.23%"
"Feb 16, 2021","73.28","74.01","74.38","72.95","91.22K","-2.02%"
"Feb 12, 2021","74.79","73.73","75.17","73.46","72.53K","0.90%"
"Feb 11, 2021","74.12","75.85","76.02","74.07","111.80K","-2.38%"
"Feb 10, 2021","75.93","77.14","77.14","75.60","97.76K","-0.56%"
"Feb 09, 2021","76.36","77.50","77.50","75.95","98.81K","-0.77%"
"Feb 08, 2021","76.95","76.53","77.66","76.17","96.26K","1.80%"
"Feb 05, 2021","75.59","74.50","75.88","73.55","111.53K","2.18%"
"Feb 04, 2021","73.98","74.10","74.37","72.55","181.36K","-1.86%"
